AverageMonthlyHours,Department,EmployeeId,LastEvaluation,Left,NumberProject,Promotion,SalaryType,SatisfactoryLevel,TimeSpent,WorkAccident
249,management,1011396,0.79,0,5,0,high,0.54,3,1
180,management,1011397,0.48,0,4,0,high,0.63,4,0
220,management,1011398,0.69,0,4,0,high,0.55,3,1
210,marketing,1011399,0.53,0,3,0,medium,0.84,4,1
150,accounting,1011401,0.75,0,3,1,medium,0.15,4,0
259,support,1011402,0.79,0,5,1,medium,0.97,3,0
231,technical,1011403,0.69,0,3,1,medium,0.67,3,0
220,management,1011404,0.67,0,4,1,medium,0.48,3,0
149,marketing,1011405,0.58,0,4,1,medium,0.69,3,0
238,marketing,1011406,0.62,0,3,1,medium,0.6,4,0
209,marketing,1011407,0.71,0,2,1,medium,0.82,5,0
149,sales,1011408,0.95,0,4,1,medium,0.86,3,0
264,sales,1011409,0.59,0,4,0,medium,0.69,3,0
207,sales,1011410,0.87,0,5,0,high,0.87,2,0
239,sales,1011411,0.78,0,3,0,low,0.17,6,0
239,sales,1011412,0.51,0,6,0,medium,0.94,5,0
258,sales,1011413,1,0,4,0,medium,0.5,3,0
203,sales,1011414,0.72,0,3,0,medium,0.16,3,0
258,sales,1011415,0.99,0,2,0,medium,0.89,3,0
257,IT,1011416,0.51,0,3,0,low,0.69,3,1
134,product_mng,1011417,0.51,0,5,0,low,0.5,3,0
240,product_mng,1011418,0.46,0,6,0,low,0.16,2,0
157,product_mng,1011420,0.66,0,5,0,low,0.64,2,0
275,IT,1011421,0.43,0,4,0,low,0.78,3,0
228,management,1011422,0.74,0,2,0,high,0.81,3,0
254,management,1011423,0.58,0,3,0,high,0.55,2,0
257,management,1011424,0.53,0,4,0,high,0.53,2,0
231,management,1011425,0.73,0,3,0,high,0.69,2,1
217,management,1011426,0.53,0,3,0,high,0.8,3,0
286,management,1011427,0.98,0,3,0,high,0.77,6,0
236,marketing,1011428,0.8,0,4,0,low,0.84,3,0
215,sales,1011429,0.55,0,4,0,low,0.64,2,0
157,accounting,1011430,0.57,0,4,0,low,0.78,3,0
149,support,1011431,0.7,0,3,0,low,0.67,3,0
221,technical,1011432,0.77,0,3,0,low,0.81,2,0
238,management,1011433,0.82,0,4,0,low,0.91,2,0
250,marketing,1011434,0.89,0,6,0,medium,0.75,2,0
202,marketing,1011435,0.96,0,3,0,medium,0.78,4,1
173,marketing,1011436,0.52,0,4,0,medium,0.54,2,0
250,sales,1011437,0.71,0,5,0,medium,0.77,3,1
270,sales,1011438,0.63,0,4,0,medium,0.89,3,1
260,sales,1011440,0.99,0,4,0,medium,0.77,3,0
232,sales,1011441,0.48,0,5,0,medium,0.69,4,0
134,sales,1011442,0.81,0,4,0,medium,0.61,3,0
189,sales,1011443,0.81,0,4,0,medium,0.59,3,0
113,IT,1011444,0.8,0,4,0,medium,0.58,3,0
264,product_mng,1011445,0.67,0,5,0,medium,0.88,3,0
260,product_mng,1011446,0.63,0,5,0,high,0.51,2,0
132,product_mng,1011447,0.7,0,3,0,low,0.31,3,0
168,product_mng,1011448,0.52,0,4,0,medium,0.52,3,0
186,IT,1011449,0.46,0,3,0,medium,0.57,3,1
267,management,1011450,0.77,0,3,0,high,0.5,2,0
180,management,1011451,0.63,0,3,0,high,0.74,3,0
211,management,1011452,0.77,0,3,0,high,0.74,3,0
268,management,1011453,0.51,0,2,0,high,0.82,2,0
206,management,1011454,0.71,0,3,0,high,0.74,3,0
113,management,1011455,0.59,0,6,0,high,0.2,3,0
179,marketing,1011456,0.48,0,4,0,low,0.63,3,0
157,sales,1011457,0.8,0,6,0,low,0.19,6,1
127,accounting,1011458,0.62,0,4,0,low,0.4,5,0
179,support,1011459,0.37,0,2,1,low,0.71,5,0
197,technical,1011460,0.73,0,4,1,low,0.84,3,0
251,management,1011461,0.84,0,4,1,low,0.59,4,1
250,marketing,1011462,0.85,0,4,1,low,0.57,3,1
176,marketing,1011463,0.61,0,2,1,low,0.81,5,0
246,marketing,1011464,0.7,0,4,1,low,0.8,3,0
155,sales,1011465,0.66,0,3,1,low,0.49,3,0
178,sales,1011466,0.64,0,3,1,low,0.55,2,0
213,sales,1011467,0.4,0,3,1,low,0.68,5,1
150,sales,1011468,0.67,0,3,1,low,0.55,2,0
166,sales,1011469,0.62,0,3,0,low,0.59,2,0
169,sales,1011470,0.8,0,5,0,low,0.91,4,0
208,sales,1011471,0.9,0,4,0,low,0.48,3,0
209,sales,1011472,0.66,0,3,0,low,0.84,2,0
167,IT,1011473,0.54,0,4,0,medium,0.73,3,0
281,product_mng,1011474,0.59,0,6,0,medium,0.28,3,0
265,product_mng,1011476,0.65,0,3,0,medium,0.67,3,0
142,product_mng,1011477,0.53,0,3,0,medium,0.5,3,1
143,IT,1011478,0.47,0,3,0,medium,0.32,4,0
134,RandD,1011479,0.78,0,3,0,medium,0.57,3,0
268,RandD,1011480,0.8,0,5,0,medium,0.51,3,0
157,RandD,1011482,0.73,0,4,0,medium,0.83,2,0
151,RandD,1011483,0.97,0,5,0,medium,0.87,3,0
157,RandD,1011484,0.63,0,3,0,medium,0.7,2,0
139,marketing,1011485,0.65,0,3,0,high,0.78,3,0
196,sales,1011486,0.53,0,4,0,low,0.71,2,1
159,accounting,1011487,0.99,0,3,0,medium,0.68,2,0
224,support,1011488,0.53,0,4,0,medium,0.75,4,1
215,technical,1011489,0.53,0,3,0,medium,0.7,7,1
157,management,1011490,0.94,0,5,0,medium,0.59,7,1
157,marketing,1011491,0.87,0,4,0,low,0.64,7,0
146,marketing,1011492,0.88,0,5,0,low,0.61,7,1
286,marketing,1011493,0.49,0,2,0,low,0.77,7,0
203,sales,1011494,0.64,0,3,0,low,0.51,3,0
168,sales,1011495,0.49,0,3,0,low,0.49,7,0
170,sales,1011496,0.75,0,3,0,low,0.77,7,0
266,sales,1011497,0.86,0,3,0,low,0.31,7,0
183,sales,1011498,0.76,0,3,0,low,0.54,3,0
264,sales,1011499,0.66,0,4,0,low,0.56,3,0
205,sales,1011500,0.77,0,4,0,low,0.65,3,0
192,sales,1011501,0.36,0,2,0,low,0.49,3,0
176,technical,1011502,0.79,0,3,0,low,0.82,3,0
183,support,1011503,0.52,0,3,0,low,0.6,2,0
156,support,1011504,0.63,0,3,0,low,0.64,6,1
150,support,1011505,0.68,0,3,0,low,0.7,3,0
204,support,1011506,0.89,0,4,0,low,0.65,8,1
131,support,1011507,0.78,0,5,0,low,0.69,8,0
248,support,1011508,0.74,0,5,0,low,0.93,8,1
168,support,1011509,0.52,0,4,0,low,0.55,8,0
146,support,1011510,0.87,0,4,0,low,0.75,8,1
246,support,1011511,0.43,0,4,0,low,0.47,3,0
216,support,1011512,0.88,0,5,0,medium,0.72,10,1
203,support,1011513,0.92,0,3,0,medium,0.59,10,0
199,technical,1011514,0.49,0,3,0,medium,0.98,10,0
102,technical,1011515,0.52,0,2,0,medium,0.39,8,0
208,management,1011517,0.97,0,5,0,medium,0.71,8,1
233,IT,1011519,0.93,0,4,0,medium,0.63,3,0
169,IT,1011520,0.64,0,3,0,medium,0.45,10,0
190,IT,1011521,0.64,0,3,0,medium,0.77,10,1
236,IT,1011522,0.63,0,4,0,medium,0.77,7,0
266,product_mng,1011523,0.92,0,4,0,medium,0.5,7,0
156,product_mng,1011524,0.42,0,4,0,high,0.45,7,0
153,product_mng,1011525,0.47,0,4,0,low,0.81,7,0
175,product_mng,1011526,0.67,0,3,0,medium,0.83,3,0
174,IT,1011527,0.76,0,6,0,medium,0.47,10,0
154,management,1011528,0.89,0,4,0,high,0.25,10,0
251,management,1011529,0.55,0,5,0,high,0.89,10,0
164,management,1011530,0.57,0,3,0,high,0.97,10,0
225,management,1011531,0.65,0,2,0,high,0.6,10,0
134,management,1011532,0.72,0,2,0,high,0.67,10,0
144,management,1011533,0.77,0,3,0,high,0.89,3,0
211,sales,1011534,0.91,0,5,0,low,0.6,3,0
139,sales,1011535,0.79,0,4,0,low,0.64,3,0
268,sales,1011536,0.66,0,3,0,low,0.57,3,0
171,sales,1011537,0.98,0,5,0,low,0.56,3,1
260,sales,1011538,0.9,0,4,0,medium,0.6,2,0
224,sales,1011539,0.66,0,6,0,medium,0.17,3,0
233,sales,1011540,0.49,0,4,0,medium,0.74,3,0
125,sales,1011541,0.41,0,3,0,medium,0.44,7,0
233,sales,1011542,0.89,0,4,0,medium,0.51,7,0
162,sales,1011543,0.57,0,3,0,medium,0.86,7,0
198,sales,1011544,0.48,0,4,0,medium,0.96,7,0
198,sales,1011545,0.82,0,4,0,medium,0.87,7,0
243,sales,1011546,0.79,0,3,0,medium,0.58,3,1
281,sales,1011547,0.56,0,4,0,medium,0.24,7,0
259,sales,1011548,0.8,0,4,0,medium,0.42,7,1
184,sales,1011549,0.94,0,4,0,medium,0.65,7,0
189,sales,1011550,0.92,0,6,0,medium,0.73,3,1
258,sales,1011551,0.6,0,4,0,medium,0.63,3,0
225,sales,1011552,0.48,0,4,0,medium,0.95,3,0
164,sales,1011554,0.55,0,3,0,medium,0.96,3,0
254,sales,1011555,0.51,0,4,0,medium,0.66,2,0
154,sales,1011556,0.44,0,4,0,medium,0.98,6,1
248,sales,1011557,0.79,0,5,0,medium,0.56,3,0
154,sales,1011558,0.54,0,3,0,medium,0.97,8,1
242,sales,1011559,0.92,0,3,0,medium,0.72,8,0
194,sales,1011560,0.78,0,4,0,medium,0.74,8,0
261,sales,1011561,0.6,0,5,0,medium,0.2,8,0
245,sales,1011562,0.56,0,3,0,medium,0.73,8,0
247,sales,1011563,0.79,0,3,0,low,0.76,3,0
147,sales,1011564,0.54,0,4,0,low,0.65,10,0
139,sales,1011565,0.5,0,3,0,low,0.66,10,1
137,sales,1011566,0.97,0,6,0,low,0.96,10,0
177,sales,1011567,0.55,0,4,0,low,0.57,8,0
184,IT,1011568,0.82,0,4,0,low,0.61,8,0
212,product_mng,1011569,0.69,0,3,0,low,0.57,8,0
159,product_mng,1011570,0.47,0,3,0,low,0.59,4,0
178,product_mng,1011571,0.68,0,4,0,low,0.92,3,0
149,product_mng,1011572,0.56,0,3,0,low,0.79,10,0
223,IT,1011573,0.66,0,4,0,low,0.95,10,0
263,management,1011574,0.81,0,6,0,high,0.24,7,0
161,management,1011575,0.52,0,4,0,high,0.49,7,0
192,management,1011576,0.68,0,3,0,high,0.49,7,0
215,management,1011577,0.51,0,5,0,high,0.97,7,0
261,management,1011578,0.78,0,4,0,high,0.55,3,0
222,management,1011579,0.56,0,5,0,high,0.76,10,0
223,marketing,1011580,0.99,0,3,0,low,0.53,10,0
182,sales,1011581,0.86,0,3,0,low,0.51,10,0
204,accounting,1011582,0.93,0,2,0,low,0.57,10,0
195,support,1011583,0.91,0,3,0,low,0.58,10,0
146,technical,1011584,0.98,0,4,0,low,0.6,10,0
233,management,1011585,0.74,0,4,0,low,0.65,4,1
147,marketing,1011586,0.75,0,2,0,low,0.91,3,0
156,marketing,1011587,0.55,0,3,0,low,0.65,5,0
240,marketing,1011588,0.49,0,3,0,low,0.18,2,1
177,sales,1011589,0.9,0,4,0,low,0.66,7,0
135,sales,1011590,0.8,0,3,0,medium,0.78,7,0
178,sales,1011591,0.65,0,5,0,medium,0.82,7,1
190,sales,1011592,0.64,0,3,0,medium,0.54,7,0
240,sales,1011593,0.84,0,3,0,medium,0.95,7,0
172,sales,1011594,0.85,0,4,0,medium,0.65,3,0
188,sales,1011596,0.6,0,5,0,medium,0.15,7,0
197,IT,1011597,0.59,0,4,0,medium,0.59,7,0
151,product_mng,1011598,0.94,0,5,0,medium,0.99,3,0
263,product_mng,1011599,0.72,0,3,0,medium,0.76,3,0
223,product_mng,1011600,0.67,0,2,0,medium,0.64,3,0
151,product_mng,1011601,0.75,0,4,0,medium,0.95,3,0
191,IT,1011602,0.66,0,3,0,high,0.53,3,0
162,management,1011603,0.5,0,2,0,high,0.59,2,0
195,management,1011604,0.86,0,5,0,high,0.69,6,0
222,management,1011605,0.49,0,4,0,high,0.5,3,0
179,management,1011606,0.96,0,3,0,high,0.89,8,0
106,management,1011607,0.39,0,3,0,high,0.56,8,0
214,management,1011608,0.68,0,3,0,high,0.77,8,1
259,marketing,1011609,0.75,0,3,0,high,0.15,8,1
145,sales,1011610,0.58,0,3,0,low,0.88,8,0
153,accounting,1011611,0.86,0,4,0,low,0.89,3,0
117,support,1011612,0.52,0,2,0,low,0.65,10,1
207,technical,1011613,0.99,0,3,0,low,0.58,10,0
265,management,1011614,0.85,0,3,0,low,0.56,10,1
279,marketing,1011615,0.72,0,5,0,low,0.25,8,0
225,marketing,1011616,0.89,0,4,0,low,0.87,8,0
158,marketing,1011617,0.4,0,3,0,low,0.62,8,1
175,sales,1011619,0.94,0,4,0,medium,0.49,3,0
224,sales,1011620,0.91,0,4,0,medium,0.57,10,0
190,sales,1011621,0.65,0,3,0,medium,0.63,10,0
240,sales,1011622,0.63,0,5,0,medium,0.91,7,0
225,sales,1011623,0.68,0,5,0,medium,0.7,7,0
192,sales,1011624,0.95,0,5,0,medium,0.66,7,0
262,IT,1011625,0.48,0,5,0,medium,0.77,7,0
250,product_mng,1011626,0.97,0,3,0,medium,0.68,3,1
155,product_mng,1011627,0.46,0,3,0,medium,0.34,10,0
238,product_mng,1011628,0.64,0,4,0,medium,0.97,10,1
162,management,1011631,0.67,0,4,0,high,0.68,10,0
254,management,1011632,0.78,0,4,0,high,0.49,10,0
184,management,1011633,0.66,0,4,0,high,0.72,3,0
269,management,1011634,0.89,0,4,0,high,0.77,10,0
201,management,1011635,0.73,0,3,0,high,0.77,10,0
247,management,1011636,0.73,0,4,0,high,0.59,10,0
221,marketing,1011637,0.67,0,6,0,medium,0.41,10,0
247,sales,1011638,0.64,0,5,0,medium,0.94,10,0
135,accounting,1011639,0.61,0,4,0,medium,0.91,10,0
260,support,1011640,0.84,0,3,0,medium,0.7,4,1
188,technical,1011641,0.52,0,3,0,high,0.51,3,0
159,management,1011642,0.7,0,4,0,low,0.22,5,0
153,marketing,1011643,0.65,0,3,0,medium,0.69,2,0
167,marketing,1011644,0.68,0,5,0,medium,0.2,7,0
158,marketing,1011645,0.85,0,3,0,medium,0.9,7,0
180,sales,1011646,0.85,0,3,0,medium,0.76,7,0
211,sales,1011647,0.51,0,3,0,medium,0.88,7,0
104,sales,1011648,0.63,0,4,0,medium,0.31,7,1
174,sales,1011649,0.66,0,6,0,medium,0.17,3,0
195,sales,1011650,0.77,0,3,0,medium,0.91,7,0
211,sales,1011651,0.38,0,5,0,medium,0.97,7,1
232,sales,1011652,0.77,0,5,0,medium,0.61,7,0
265,IT,1011654,0.82,0,5,0,low,0.65,3,0
184,product_mng,1011655,0.73,0,5,0,low,0.87,3,0
244,product_mng,1011656,0.71,0,5,0,low,0.56,3,0
202,product_mng,1011657,0.69,0,4,0,low,0.78,3,0
146,product_mng,1011658,0.57,0,3,0,low,0.73,2,0
161,IT,1011659,0.78,0,4,0,low,0.66,6,0
280,RandD,1011660,0.81,0,5,0,high,0.15,3,1
208,RandD,1011661,0.69,0,5,0,low,0.52,8,1
134,RandD,1011662,0.66,0,6,0,high,0.44,8,0
162,RandD,1011663,0.7,0,3,0,high,0.7,8,0
209,RandD,1011664,0.52,0,5,0,low,0.63,8,1
265,RandD,1011665,0.59,0,3,0,low,0.89,8,0
173,marketing,1011666,0.85,0,4,0,high,0.96,3,0
261,sales,1011667,0.99,0,4,0,low,0.98,10,1
204,accounting,1011668,0.82,0,3,0,medium,0.62,10,0
144,support,1011669,0.73,0,3,0,high,0.62,10,1
113,technical,1011670,0.43,0,5,0,medium,0.69,8,0
144,management,1011671,0.91,0,4,0,medium,0.5,8,0
140,marketing,1011672,0.93,0,5,0,medium,0.71,8,0
245,marketing,1011673,0.68,0,3,0,medium,0.5,4,0
188,marketing,1011674,0.6,0,3,0,high,0.93,3,0
199,sales,1011675,0.77,0,5,0,medium,0.95,10,1
154,sales,1011676,0.61,0,6,0,medium,0.17,10,1
138,sales,1011677,0.68,0,4,0,medium,0.92,7,0
147,sales,1011678,0.48,0,3,0,high,0.64,7,0
173,sales,1011679,0.42,0,6,0,medium,0.27,7,0
223,sales,1011680,0.87,0,3,0,high,0.66,7,0
200,sales,1011681,0.69,0,3,0,low,0.59,3,0
189,sales,1011682,0.98,0,4,0,medium,0.93,10,0
133,technical,1011683,0.67,0,5,0,medium,0.58,10,0
160,support,1011684,0.6,0,3,0,medium,0.96,10,0
153,support,1011685,0.85,0,3,0,medium,0.69,10,0
142,support,1011686,0.38,0,4,0,low,0.41,10,1
167,support,1011687,0.41,0,3,0,low,0.36,10,0
227,support,1011688,0.78,0,4,0,low,0.71,2,0
140,support,1011690,0.76,0,4,0,low,0.51,3,0
220,support,1011691,0.48,0,4,0,low,0.83,3,1
180,support,1011692,0.62,0,3,0,low,0.22,3,0
173,support,1011693,0.89,0,4,0,low,0.66,4,0
179,support,1011694,0.58,0,3,0,low,0.14,5,0
137,technical,1011695,0.96,0,5,0,low,0.16,5,1
165,technical,1011696,0.78,0,3,0,high,0.81,3,0
177,technical,1011697,0.94,0,3,0,low,0.73,3,0
168,management,1011698,0.58,0,5,0,low,0.7,3,0
245,IT,1011699,0.73,0,3,0,low,0.62,4,0
258,IT,1011700,0.83,0,5,0,low,0.5,2,0
159,IT,1011701,0.88,0,3,0,high,0.7,2,0
163,IT,1011702,0.73,0,3,0,low,0.53,3,1
174,IT,1011703,0.9,0,3,0,low,0.87,2,0
214,product_mng,1011704,0.6,0,3,0,low,0.59,2,1
191,product_mng,1011705,0.67,0,4,0,high,0.94,3,1
272,product_mng,1011706,0.53,0,5,0,low,0.2,5,0
183,product_mng,1011707,0.44,0,3,0,medium,0.42,2,0
135,IT,1011708,0.66,0,4,0,high,0.43,2,0
154,management,1011709,0.76,0,6,0,high,0.43,2,0
238,management,1011710,0.86,0,5,0,high,0.77,3,0
235,management,1011711,0.98,0,2,0,high,0.76,3,0
215,management,1011712,0.9,0,3,0,high,0.82,4,0
234,management,1011713,0.66,0,5,0,high,0.75,2,0
187,management,1011714,0.98,0,4,0,high,0.63,3,0
133,sales,1011715,0.75,0,3,0,medium,0.51,3,0
123,sales,1011716,0.7,0,3,0,medium,0.23,5,0
202,sales,1011717,0.58,0,4,0,medium,0.77,3,0
140,sales,1011718,0.63,0,4,0,medium,0.54,3,0
182,sales,1011719,0.85,0,4,0,high,0.63,3,1
179,sales,1011720,0.45,0,3,0,low,0.55,2,1
150,sales,1011721,0.63,0,3,0,medium,0.31,3,1
151,sales,1011722,0.74,0,4,0,medium,0.98,3,0
117,sales,1011723,0.95,0,6,0,medium,0.16,7,0
156,sales,1011724,0.78,0,3,0,medium,0.54,7,0
211,sales,1011725,0.48,0,3,0,medium,0.73,7,0
233,sales,1011727,0.82,0,5,1,medium,0.57,7,0
222,sales,1011728,0.88,0,4,1,medium,0.88,3,1
231,sales,1011730,0.7,0,5,1,high,0.93,7,0
220,sales,1011731,0.58,0,3,1,low,0.91,7,0
134,sales,1011732,0.82,0,4,1,low,0.77,3,0
141,sales,1011733,0.94,0,6,0,low,0.24,3,1
160,sales,1011734,0.74,0,5,0,high,0.74,3,1
259,sales,1011735,0.59,0,4,0,low,0.53,3,0
232,sales,1011736,0.77,0,5,0,low,0.89,3,0
272,sales,1011737,0.77,0,5,0,low,0.23,2,0
215,sales,1011738,0.66,0,3,0,high,0.69,6,0
222,sales,1011739,0.72,0,4,0,low,0.52,3,0
244,sales,1011740,0.58,0,3,0,low,0.9,8,0
224,sales,1011741,0.63,0,5,0,low,0.92,8,1
200,sales,1011742,0.59,0,5,0,low,0.72,8,1
143,sales,1011743,0.61,0,4,0,low,0.92,8,0
238,sales,1011744,0.86,0,5,0,low,0.79,8,0
145,sales,1011745,0.89,0,4,0,low,0.48,3,0
108,sales,1011746,0.76,0,4,0,medium,0.27,10,0
247,sales,1011747,0.49,0,3,0,medium,0.67,10,0
213,sales,1011748,0.7,0,3,0,medium,0.48,10,0
209,IT,1011749,0.6,0,4,0,medium,0.99,8,1
240,product_mng,1011750,0.88,0,4,0,medium,0.49,8,0
100,product_mng,1011751,0.45,0,3,0,medium,0.39,8,1
209,product_mng,1011753,0.57,0,3,0,medium,0.78,3,0
154,IT,1011754,0.73,0,3,0,medium,0.5,10,0
230,management,1011755,0.79,0,5,0,high,0.61,10,0
208,management,1011756,0.6,0,4,1,high,0.88,7,0
141,management,1011757,0.44,0,2,1,high,0.44,7,1
262,management,1011758,0.78,0,3,1,high,0.73,7,1
206,management,1011759,0.84,0,4,1,high,0.58,7,0
166,management,1011760,0.98,0,3,1,high,0.74,3,1
117,marketing,1011761,0.48,0,4,1,medium,0.32,10,0
270,accounting,1011763,0.9,0,4,0,medium,0.81,10,0
138,support,1011764,0.92,0,3,0,low,0.59,10,0
235,technical,1011765,0.65,0,3,0,low,0.79,10,0
190,management,1011766,0.64,0,4,0,low,0.92,10,1
192,marketing,1011767,0.85,0,3,0,low,0.76,3,0
214,marketing,1011768,0.65,0,5,0,low,0.91,3,1
242,marketing,1011769,0.84,0,4,0,low,0.8,2,1
233,sales,1011770,0.72,0,4,0,low,0.73,2,0
218,sales,1011771,0.53,0,3,0,low,0.88,4,0
125,sales,1011772,0.4,0,5,0,low,0.65,4,0
178,sales,1011773,0.5,0,4,0,low,0.84,2,0
272,sales,1011774,0.5,0,5,0,low,0.93,3,0
265,sales,1011775,0.6,0,3,0,low,0.64,4,0
271,sales,1011776,0.72,0,4,0,low,0.66,3,0
179,sales,1011777,0.56,0,3,0,low,0.76,3,1
118,IT,1011778,0.72,0,3,0,low,0.34,4,0
196,product_mng,1011779,0.8,0,4,0,low,0.48,5,0
173,product_mng,1011780,0.61,0,4,0,low,0.79,2,0
156,product_mng,1011781,0.67,0,4,0,low,0.82,3,0
180,product_mng,1011782,0.71,0,2,0,low,0.51,3,0
263,IT,1011783,0.78,0,4,0,low,0.84,3,0
134,management,1011784,0.79,0,5,0,high,0.66,3,0
189,management,1011785,0.88,0,3,0,high,0.72,3,1
167,management,1011786,0.91,0,4,0,high,0.53,4,0
132,management,1011787,0.8,0,5,0,high,0.81,2,1
209,management,1011788,0.9,0,3,0,high,0.58,2,0
227,management,1011789,0.56,0,2,0,high,0.82,5,1
239,marketing,1011790,0.99,0,4,0,medium,0.72,3,0
172,sales,1011791,0.54,0,4,0,medium,0.9,4,0
188,accounting,1011792,0.91,0,3,0,medium,0.98,4,0
265,support,1011793,0.74,0,3,0,medium,0.56,3,0
153,technical,1011794,0.82,0,3,0,medium,0.77,3,1
242,management,1011795,0.89,0,4,0,medium,0.61,2,0
262,marketing,1011796,0.61,0,4,1,medium,0.97,3,1
246,marketing,1011797,0.55,0,3,1,high,0.64,2,0
211,marketing,1011798,0.97,0,4,1,low,0.99,2,0
145,sales,1011799,0.42,0,3,1,medium,0.61,4,0
256,sales,1011800,0.71,0,4,1,medium,0.72,3,0
245,sales,1011801,0.91,0,2,1,medium,0.67,2,1
245,sales,1011803,0.73,0,4,0,low,0.9,2,0
171,sales,1011804,0.61,0,4,0,low,0.63,3,0
252,sales,1011805,0.88,0,3,0,low,0.64,2,0
175,IT,1011806,0.65,0,3,0,low,0.44,2,0
210,product_mng,1011807,0.94,0,4,0,low,0.64,3,0
180,product_mng,1011808,0.95,0,2,0,low,0.65,2,0
103,product_mng,1011809,0.9,0,5,0,low,0.69,5,0
110,product_mng,1011810,0.51,0,4,0,low,0.93,3,0
184,IT,1011811,0.9,0,5,0,low,0.73,3,0
161,management,1011812,0.6,0,4,0,high,0.83,2,0
210,management,1011813,0.49,0,5,0,high,0.82,3,0
212,management,1011814,0.91,0,2,0,high,0.39,2,0
106,management,1011815,0.47,0,6,0,high,0.53,6,0
179,management,1011816,0.81,0,4,0,high,0.88,3,0
217,management,1011817,0.6,0,5,0,high,0.8,3,0
184,marketing,1011818,0.79,0,4,0,low,0.68,3,0
210,sales,1011819,0.6,0,3,0,low,0.66,2,0
246,accounting,1011820,0.61,0,4,0,low,0.61,2,0
262,support,1011821,0.55,0,4,0,low,0.74,3,0
245,technical,1011822,0.83,0,4,1,low,0.61,3,1
222,management,1011823,0.99,0,3,1,low,0.57,3,1
146,marketing,1011824,0.54,0,4,1,medium,0.68,4,0
263,marketing,1011825,0.79,0,4,1,medium,0.75,3,0
134,marketing,1011826,0.57,0,5,1,medium,0.29,2,0
250,sales,1011827,0.81,0,5,1,medium,0.81,4,0
173,sales,1011828,0.68,0,4,0,medium,0.53,3,0
173,sales,1011829,0.96,0,6,0,medium,0.42,3,0
252,sales,1011830,0.67,0,4,0,medium,0.64,3,1
230,sales,1011831,0.5,0,2,0,medium,0.63,4,0
212,sales,1011832,0.81,0,4,0,medium,0.81,2,1
187,sales,1011833,0.66,0,5,0,medium,0.71,2,0
241,sales,1011834,0.83,0,5,0,medium,0.7,2,0
164,IT,1011835,1,0,3,0,medium,0.53,4,0
218,product_mng,1011836,0.93,0,6,0,high,0.16,6,1
158,product_mng,1011838,0.95,0,3,0,medium,0.7,2,0
149,product_mng,1011839,0.88,0,2,0,medium,0.43,4,0
161,IT,1011840,0.62,0,4,0,medium,0.49,2,0
226,management,1011841,0.9,0,5,0,high,0.5,2,0
111,management,1011842,0.59,0,2,0,high,0.57,2,0
258,management,1011843,0.75,0,4,0,high,0.68,3,0
266,management,1011844,0.61,0,3,0,high,0.62,2,0
253,management,1011845,0.75,0,3,0,high,0.69,3,0
160,management,1011846,0.7,0,5,0,high,0.63,3,0
230,marketing,1011847,0.62,0,5,0,low,0.76,3,1
198,sales,1011848,0.76,0,5,0,low,0.62,3,0
250,accounting,1011849,0.69,0,3,0,low,0.82,3,0
225,support,1011850,0.7,0,4,0,low,0.2,5,0
178,technical,1011851,0.7,0,3,0,low,0.16,3,1
196,management,1011852,0.78,0,4,0,low,0.2,3,0
240,marketing,1011853,0.51,0,4,0,low,0.53,2,0
204,marketing,1011854,0.63,0,3,0,low,0.71,3,0
250,marketing,1011855,0.93,0,3,0,low,0.7,3,0
224,sales,1011856,0.94,0,2,0,low,0.92,2,0
268,sales,1011857,0.92,0,4,0,low,0.81,3,0
167,sales,1011858,0.62,0,5,0,low,0.79,3,0
168,sales,1011859,0.64,0,3,0,low,0.53,3,0
168,sales,1011860,0.56,0,4,0,low,0.51,2,0
158,sales,1011861,0.9,0,5,0,low,0.78,3,0
240,sales,1011862,0.91,0,3,0,low,0.5,3,0
261,sales,1011863,1,0,4,0,medium,0.92,4,0
176,technical,1011864,0.54,0,4,0,medium,0.59,2,0
217,support,1011865,0.55,0,3,0,medium,0.77,3,0
224,support,1011866,0.87,0,5,0,medium,0.74,2,0
196,support,1011867,0.97,0,4,0,medium,0.67,3,0
223,support,1011868,0.59,0,3,0,medium,0.56,3,0
131,support,1011869,0.44,0,5,0,medium,0.84,5,1
167,support,1011870,0.77,0,2,0,medium,0.53,2,0
273,support,1011871,0.71,0,5,0,medium,0.86,3,0
98,support,1011872,0.68,0,3,0,medium,0.77,3,0
253,support,1011873,0.94,0,4,0,medium,0.97,3,0
174,support,1011874,0.87,0,5,0,medium,0.69,3,0
174,technical,1011876,0.47,0,6,0,low,0.42,5,0
173,technical,1011877,0.47,0,5,0,medium,0.4,5,0
198,technical,1011878,0.41,0,2,0,medium,0.33,4,0
238,management,1011879,0.66,0,3,0,medium,0.68,2,0
256,IT,1011880,0.8,0,3,0,medium,0.78,2,0
179,IT,1011881,0.6,0,3,0,low,0.92,2,0
273,IT,1011882,0.66,0,4,0,low,0.66,4,1
104,IT,1011883,0.45,0,3,0,low,0.6,4,0
208,IT,1011884,0.83,0,4,0,low,0.86,3,1
275,product_mng,1011885,0.49,0,3,0,low,0.61,2,0
231,product_mng,1011886,0.68,0,3,0,low,0.71,2,1
186,product_mng,1011887,0.62,0,4,0,low,0.86,3,0
241,product_mng,1011888,0.59,0,3,0,low,0.96,3,0
